iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
1,Brevo,Delete a deal,DELETE,https://api.sendinblue.com/v3/crm/deals/663e23255d6648267d9712ff,No Content,204,677,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Create a task,POST,https://api.sendinblue.com/v3/crm/tasks,Created,201,781,63,"This confirms that task ID is returned in the response, This confirms that prioity is returned in the response, Status code is 201",,,3,3,0,0
1,Brevo,Get all task types,GET,https://api.sendinblue.com/v3/crm/tasktypes,OK,200,595,485,"Status code is 200, Response is returned in an array, Array to have ID, Array to have title",,,4,4,0,0
1,Brevo,Get all tasks,GET,https://api.sendinblue.com/v3/crm/tasks,OK,200,588,3788,"Status code is 200, Response has items array returned, Array to have ID, Array to have task Type ID, Array to have name, Array to have contact Ids, Array to have deal Ids, Array to have Companies Ids Ids, Array to have priority, Array to have Created at",,,10,10,0,0
1,Brevo,Get a task,GET,https://api.sendinblue.com/v3/crm/tasks/663e232850a06c60ac238b44,OK,200,985,361,"Status code is 200, Response has id returned, Response has taskTypeId returned, Response has name returned, Response has linked contact IDs returned, Response has Deal ID returned, Response has Companies Ids Ids, Response to have priority, Response to have Created at",,,9,9,0,0
1,Brevo,Update a task,PATCH,https://api.sendinblue.com/v3/crm/tasks/663e232850a06c60ac238b44,No Content,204,907,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete a task,DELETE,https://api.sendinblue.com/v3/crm/tasks/663e232850a06c60ac238b44,No Content,204,898,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Create a note,POST,https://api.sendinblue.com/v3/crm/notes,Created,201,363,659,"This confirms that task ID is returned in the response, This confirms that text is returned in the response, Status code is 201, Response has contact Ids, Response has company Ids, Response has deal Ids, This confirms that author ID is returned in the response",,,7,7,0,0
1,Brevo,Get all notes,GET,https://api.sendinblue.com/v3/crm/notes,OK,200,302,3991,"Response has items array returned, This confirms that task ID is returned in the response, This confirms that text is returned in the response, Status code is 200, Response has contact Ids, Response has company Ids, Response has deal Ids, This confirms that author ID is returned in the response",,,8,8,0,0
1,Brevo,Get a note,GET,https://api.sendinblue.com/v3/crm/notes/663e232dc10f27647d4a4946,OK,200,345,549,"This confirms that task ID is returned in the response, This confirms that text is returned in the response, Status code is 200, Response has contact Ids, Response has company Ids, Response has deal Ids, This confirms that author ID is returned in the response",,,7,7,0,0
1,Brevo,Update a note,PATCH,https://api.sendinblue.com/v3/crm/notes/663e232dc10f27647d4a4946,OK,200,519,430,"This confirms that task ID is returned in the response, This confirms that text is returned in the response, Status code is 200, Response has contact Ids, Response has company Ids, Response has deal Ids, This confirms that author ID is returned in the response",,,7,7,0,0
1,Brevo,Delete a note,DELETE,https://api.sendinblue.com/v3/crm/notes/663e232dc10f27647d4a4946,No Content,204,306,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Create an email campaign,POST,https://api.sendinblue.com/v3/emailCampaigns,Unauthorized,401,220,50,,,,0,0,0,0
1,Brevo,"Send an email campaign immediately, based on campaignId",POST,https://api.sendinblue.com/v3/emailCampaigns/13396752/sendNow,Not Found,404,246,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Send an email campaign to your test list,POST,https://api.sendinblue.com/v3/emailCampaigns/13396752/sendTest,Not Found,404,219,77,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get an email campaign report,GET,https://api.sendinblue.com/v3/emailCampaigns/7,OK,200,521,2960,"This confirms that  ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has type, Response has status, This confirms that testSent is returned in the response, This confirms that contact sender is returned in the response, This confirms that replyTo is returned in the response, This confirms that statistics is returned in the response",,,9,9,0,0
1,Brevo,Update an email campaign,PUT,https://api.sendinblue.com/v3/emailCampaigns/13396752,Not Found,404,258,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Delete an email campaign,DELETE,https://api.sendinblue.com/v3/emailCampaigns/13396752,Not Found,404,255,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Update an email campaign status,PUT,https://api.sendinblue.com/v3/emailCampaigns/13396752/status,Not Found,404,230,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Send the report of a campaign,POST,https://api.sendinblue.com/v3/emailCampaigns/13396752/sendReport,Not Found,404,266,68,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get an A/B test email campaign results,GET,https://api.sendinblue.com/v3/emailCampaigns/13396752/abTestCampaignResult,Not Found,404,247,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get a shared template url,GET,https://api.sendinblue.com/v3/emailCampaigns/13396752/sharedUrl,Not Found,404,246,63,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Export the recipients of an email campaign,POST,https://api.sendinblue.com/v3/emailCampaigns/13396752/exportRecipients,Not Found,404,224,68,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Return all your created email campaigns,GET,https://api.sendinblue.com/v3/emailCampaigns,OK,200,492,931,"This confirms that count is returned in the response, This confirms that  ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has type, Response has status, This confirms that testSent is returned in the response, This confirms that contact sender is returned in the response, This confirms that replyTo is returned in the response, This confirms that statistics is returned in the response",,,10,10,0,0
1,Brevo,Send an automated message to a visitor,POST,https://api.sendinblue.com/v3/conversations/pushedMessages,OK,200,336,266,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that isPushed is returned in the response",,,7,7,0,0
1,Brevo,Get an automated message,GET,https://api.sendinblue.com/v3/conversations/pushedMessages/TLK2zFaJfmf5LvbEg,OK,200,315,266,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that isPushed is returned in the response",,,7,7,0,0
1,Brevo,Update an automated message,PUT,https://api.sendinblue.com/v3/conversations/pushedMessages/TLK2zFaJfmf5LvbEg,OK,200,353,265,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that isPushed is returned in the response",,,7,7,0,0
1,Brevo,Delete an automated message,DELETE,https://api.sendinblue.com/v3/conversations/pushedMessages/TLK2zFaJfmf5LvbEg,No Content,204,303,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Send a message as an agent,POST,https://api.sendinblue.com/v3/conversations/messages,OK,200,316,244,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that createdAt is returned in the response",,,7,7,0,0
1,Brevo,Get a message,GET,https://api.sendinblue.com/v3/conversations/messages/3BiWt3aNMssoaXy39,OK,200,290,244,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that createdAt is returned in the response",,,7,7,0,0
1,Brevo,Update a message sent by an agent,PUT,https://api.sendinblue.com/v3/conversations/messages/3BiWt3aNMssoaXy39,OK,200,308,248,"This confirms that file ID is returned in the response, This confirms that type is returned in the response, Status code is 200, This confirms that text is returned in the response, This confirms that visitorId is returned in the response, This confirms that agentId is returned in the response, This confirms that createdAt is returned in the response",,,7,7,0,0
1,Brevo,Delete a message sent by an agent,DELETE,https://api.sendinblue.com/v3/conversations/messages/3BiWt3aNMssoaXy39,No Content,204,318,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Sets agent’s status to online for 2-3 minutes,POST,https://api.sendinblue.com/v3/conversations/agentOnlinePing,Created,201,289,0,"Status code is 201, Response body is empty",,,2,2,0,0
1,Brevo,Create a contact,POST,https://api.sendinblue.com/v3/contacts,Created,201,539,9,"This confirms that task ID is returned in the response, Status code is 201",,,2,2,0,0
1,Brevo,Get all the contacts,GET,https://api.sendinblue.com/v3/contacts?limit=50&offset=0&modifiedSince=2022-02-01T00:00:00.000&sort=desc,OK,200,293,1683,"Status code is 200, Response is returned in an array, Array to have email, Array to have id, Array to have emailBlacklisted, Array to have smsBlacklisted, Array to have attributes",,,7,7,0,0
1,Brevo,Get a contact's details,GET,https://api.sendinblue.com/v3/contacts/15,OK,200,402,218,"Status code is 200, Response is returned in an object, Array to have email, Array to have id, Array to have emailBlacklisted, Array to have smsBlacklisted, Array to have attributes, Array to have modifiedAt",,,8,8,0,0
1,Brevo,Create Contact via DOI (Double-Opt-In) Flow,POST,https://api.sendinblue.com/v3/contacts/doubleOptinConfirmation,Bad Request,400,258,104,,,,0,0,0,0
1,Brevo,Update a contact,PUT,https://api.sendinblue.com/v3/contacts/15,No Content,204,362,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Update multiple contacts,POST,https://api.sendinblue.com/v3/contacts/batch,Unauthorized,401,208,50,,,,0,0,0,0
1,Brevo,Export contacts,POST,https://api.sendinblue.com/v3/contacts/export,OK,200,650,2,Status code is 200,,,1,1,0,0
1,Brevo,Import contacts,POST,https://api.sendinblue.com/v3/contacts/import,Unauthorized,401,209,50,,,,0,0,0,0
1,Brevo,Get email campaigns' statistics for a contact,GET,https://api.sendinblue.com/v3/contacts/15/campaignStats,OK,200,338,2,Status code is 200,,,1,1,0,0
1,Brevo,Delete a contact,DELETE,https://api.sendinblue.com/v3/contacts/15,No Content,204,321,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Create a folder,POST,https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc,Created,201,295,9,"This confirms that task ID is returned in the response, Status code is 201",,,2,2,0,0
1,Brevo,Get all folders,GET,https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc,OK,200,348,422,"Response has folders array returned, This confirms that file ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has uniqueSubscribers, Response has totalSubscribers, This confirms that totalBlacklisted is returned in the response",,,7,7,0,0
1,Brevo,Returns a folder's details,GET,https://api.sendinblue.com/v3/contacts/folders/31,OK,200,296,90,"This confirms that file ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has uniqueSubscribers, Response has totalSubscribers, This confirms that totalBlacklisted is returned in the response",,,6,6,0,0
1,Brevo,Get lists in a folder,GET,https://api.sendinblue.com/v3/contacts/folders/31/lists?limit=10&offset=0&sort=desc,OK,200,256,2,Status code is 200,,,1,1,0,0
1,Brevo,Update a folder,PUT,https://api.sendinblue.com/v3/contacts/folders/31,No Content,204,299,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete a folder (and all its lists),DELETE,https://api.sendinblue.com/v3/contacts/folders/31,No Content,204,488,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Create a list with valid folder  ID,POST,https://api.sendinblue.com/v3/contacts/lists,Created,201,358,9,"This confirms that task ID is returned in the response, Status code is 201",,,2,2,0,0
1,Brevo,Create a list with invalid folder ID,POST,https://api.sendinblue.com/v3/contacts/lists,Not Found,404,254,66,"This confirms that code is returned in the response, This confirms that message is returned in the response, Status code is 404",,,3,3,0,0
1,Brevo,Get all the lists,GET,https://api.sendinblue.com/v3/contacts/lists?limit=10&offset=0&sort=desc,OK,200,271,1036,"Response has folders array returned, This confirms that file ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has folderId, Response has totalSubscribers, This confirms that totalBlacklisted is returned in the response",,,7,7,0,0
1,Brevo,Get a list's details,GET,https://api.sendinblue.com/v3/contacts/lists/32,OK,200,877,280,"This confirms that file ID is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has folderId, Response has totalSubscribers, This confirms that totalBlacklisted is returned in the response, This confirms that endDate is returned in the response, This confirms that startDate is returned in the response, This confirms that dynamicList is returned in the response",,,9,9,0,0
1,Brevo,Get contacts in a list,GET,https://api.sendinblue.com/v3/contacts/lists/32/contacts,OK,200,320,25,"This confirms that contacts is returned in the response, This confirms that count is returned in the response, Status code is 200",,,3,3,0,0
1,Brevo,Add existing contacts to a list,POST,https://api.sendinblue.com/v3/contacts/lists/5/contacts/add,Not Found,404,229,64,,,,0,0,0,0
1,Brevo,Delete a contact from a list,POST,https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/remove,Unauthorized,401,189,50,,,,0,0,0,0
1,Brevo,Update a list,PUT,https://api.sendinblue.com/v3/contacts/lists/32,No Content,204,391,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete an existing list,DELETE,https://api.sendinblue.com/v3/contacts/lists/32,No Content,204,558,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete a list that doesn't exist,DELETE,https://api.sendinblue.com/v3/contacts/lists/32,Not Found,404,226,64,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Create contact attribute,POST,https://api.sendinblue.com/v3/contacts/attributes/:attributeCategory/:attributeName,Bad Request,400,217,67,,,,0,0,0,0
1,Brevo,List all attributes,GET,https://api.sendinblue.com/v3/contacts/attributes,OK,200,300,664,,,,0,0,0,0
1,Brevo,Update contact attribute,PUT,https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in,Unauthorized,401,244,50,,,,0,0,0,0
1,Brevo,Delete an attribute,DELETE,https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in,Unauthorized,401,235,50,,,,0,0,0,0
1,Brevo,Send a transactional email,POST,https://api.sendinblue.com/v3/smtp/email,Created,201,222,64,,,,0,0,0,0
1,Brevo,Get the list of transactional emails on the basis of allowed filters,GET,https://api.sendinblue.com/v3/smtp/emails?email=eevwrujae@gmail.com&templateId=13396752&messageId=veniam elit in&startDate=2024-04-15&endDate=2024-04-30&sort=desc&limit=500&offset=0,OK,200,343,2,,,,0,0,0,0
1,Brevo,Delete scheduled emails by batchId or messageId,DELETE,https://api.sendinblue.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627,Unauthorized,401,207,50,,,,0,0,0,0
1,Brevo,Get the personalized content of a sent transactional email,GET,https://api.sendinblue.com/v3/smtp/emails/veniam elit in,Unauthorized,401,307,50,,,,0,0,0,0
1,Brevo,Fetch scheduled emails by batchId or messageId,GET,https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0,Unauthorized,401,208,50,,,,0,0,0,0
1,Brevo,Create an email template,POST,https://api.sendinblue.com/v3/smtp/templates,Created,201,586,9,"This confirms that task ID is returned in the response, Status code is 201",,,2,2,0,0
1,Brevo,Get the list of email templates,GET,https://api.sendinblue.com/v3/smtp/templates?templateStatus=true&limit=50&offset=0&sort=desc,OK,200,237,5830,"Status code is 200, Array to have count, Response is returned in an array, Array to have id, Array to have name, Array to have subject, Array to have sender, Array to have replyTo, Array to have toField",,,9,9,0,0
1,Brevo,Returns the template information,GET,https://api.sendinblue.com/v3/smtp/templates/18,OK,200,235,462,"Status code is 200, Array to have id, Array to have name, Array to have subject, Array to have sender, Array to have replyTo, Array to have toField, Array to have htmlContent, Array to have doiTemplate",,,9,9,0,0
1,Brevo,Update an email template,PUT,https://api.sendinblue.com/v3/smtp/templates/18,No Content,204,680,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Get your transactional email activity aggregated over a period of time,GET,https://api.sendinblue.com/v3/smtp/statistics/aggregatedReport?startDate=2024-04-30&endDate=2024-04-30&tag=veniam elit in,OK,200,311,244,"Status code is 200, Response to have range, Response to have requests, Response to have delivered, Response to have hardBounces, Response to have softBounces, Response to have clicks, Response to have uniqueClicks, Response to have uniqueOpens",,,9,9,0,0
1,Brevo,Get your transactional email activity aggregated per day,GET,https://api.sendinblue.com/v3/smtp/statistics/reports?limit=10&offset=0&startDate=2024-05-01&endDate=2024-05-01&tag=veniam elit in&sort=desc,OK,200,290,14,"Status code is 200, Response to have reports",,,2,2,0,0
1,Brevo,Get all your transactional email activity (unaggregated events),GET,https://api.sendinblue.com/v3/smtp/statistics/events?days=11&messageId=202212281024.62341432715@smtp-relay.mailin.fr,OK,200,305,2,Status code is 200,,,1,1,0,0
1,Brevo,Get the list of blocked or unsubscribed transactional contacts,GET,https://api.sendinblue.com/v3/smtp/blockedContacts?startDate=2024-04-30&endDate=2024-04-30&limit=50&offset=0&senders=elohor2020@gmail.com&sort=desc,OK,200,304,25,"This confirms that code is returned in the response, This confirms that message is returned in the response, Status code is 200",,,3,3,0,0
1,Brevo,Unblock or resubscribe a transactional contact,DELETE,https://api.sendinblue.com/v3/smtp/blockedContacts/elohor2020@gmail.com,Not Found,404,210,62,"This confirms that code is returned in the response, This confirms that message is returned in the response, Status code is 404",,,3,3,0,0
1,Brevo,Add a new domain to the list of blocked domains,POST,https://api.sendinblue.com/v3/smtp/blockedDomains,Created,201,240,2,"Status code is 201, Response body is empty",,,2,2,0,0
1,Brevo,Add an existing domain to the list of blocked domains Copy,POST,https://api.sendinblue.com/v3/smtp/blockedDomains,Bad Request,400,201,97,"Status code is 400, Code to be returned in Response body, Message to be returned in Response body",,,3,3,0,0
1,Brevo,Get the list of blocked domains,GET,https://api.sendinblue.com/v3/smtp/blockedDomains,OK,200,254,341,,,,0,0,0,0
1,Brevo,Unblock an existing domain from the list of blocked domains,DELETE,https://api.sendinblue.com/v3/smtp/blockedDomains/veniam elit in,Bad Request,400,196,60,"Status code is 400, Code to be returned in Response body, Message to be returned in Response body",,,3,3,0,0
1,Brevo,Delete hardbounces,POST,https://api.sendinblue.com/v3/smtp/deleteHardbounces,OK,200,223,2,"Status code is 200, Response body is empty",,,2,2,0,0
1,Brevo,Delete an SMTP transactional log,DELETE,https://api.sendinblue.com/v3/smtp/log/veniam elit in,Bad Request,400,216,71,"Status code is 400, Code to be returned in Response body, Message to be returned in Response body",,,3,3,0,0
1,Brevo,Get the list of all the events for the received emails.,GET,https://api.sendinblue.com/v3/inbound/events?sender=elohor2020@gmail.com&startDate=1947-08-13&endDate=1947-08-13&limit=100&offset=0&sort=desc,OK,200,348,13,,,,0,0,0,0
1,Brevo,Fetch all events history for one particular received email.,GET,https://api.sendinblue.com/v3/inbound/events/veniam elit in,Unauthorized,401,471,50,,,,0,0,0,0
1,Brevo,Retrieve inbound attachment with download token.,GET,https://api.sendinblue.com/v3/inbound/attachments/veniam elit in,Not Acceptable,406,347,14,,,,0,0,0,0
1,Brevo,Send SMS message to a mobile number,POST,https://api.sendinblue.com/v3/transactionalSMS/sms,Bad Request,400,233,173,"Status code is 400, Code to be returned in Response body, Message to be returned in Response body",,,3,3,0,0
1,Brevo,Get your SMS activity aggregated over a period of time,GET,https://api.sendinblue.com/v3/transactionalSMS/statistics/aggregatedReport,OK,200,227,2,"Status code is 200, Response body is empty",,,2,2,0,0
1,Brevo,Get your SMS activity aggregated per day,GET,https://api.sendinblue.com/v3/transactionalSMS/statistics/reports?startDate=2024-04-15&endDate=2024-05-01&tag=veniam elit in&sort=desc,OK,200,236,2,"Status code is 200, Response body is empty",,,2,2,0,0
1,Brevo,Get all your SMS activity (unaggregated events),GET,https://api.sendinblue.com/v3/transactionalSMS/statistics/events?limit=50&offset=0&days=2&phoneNumber=08067158436&event=bounces&tags=veniam elit in&sort=desc,OK,200,237,2,"Status code is 200, Response body is empty",,,2,2,0,0
1,Brevo,Create a webhook with new url,POST,https://api.sendinblue.com/v3/webhooks,Created,201,349,15,"This confirms that task ID is returned in the response, Status code is 201",,,2,2,0,0
1,Brevo,Create a webhook with existing url,POST,https://api.sendinblue.com/v3/webhooks,Bad Request,400,268,69,"Status code is 400, Code to be returned in Response body, Message to be returned in Response body",,,3,3,0,0
1,Brevo,Get all webhooks,GET,https://api.sendinblue.com/v3/webhooks,OK,200,329,1205,"Response has folders array returned, This confirms that url is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has folderId, Response has events",,,6,6,0,0
1,Brevo,Get a webhook details,GET,https://api.sendinblue.com/v3/webhooks/1047650,OK,200,279,284,"This confirms that url is returned in the response, This confirms that name is returned in the response, Status code is 200, Response has folderId, Response has events, Response has type",,,6,6,0,0
1,Brevo,Update a webhook,PUT,https://api.sendinblue.com/v3/webhooks/1047650,No Content,204,250,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete a webhook,DELETE,https://api.sendinblue.com/v3/webhooks/1047650,No Content,204,211,0,"Status code is 204, Response body is empty",,,2,2,0,0
1,Brevo,Delete an already deleted webhook,DELETE,https://api.sendinblue.com/v3/webhooks/1047650,Not Found,404,271,68,"Status code is 404, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Add Email and/or SMS credits to a specific child account,POST,https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/add,Forbidden,403,266,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Remove Email and/or SMS credits from a specific child account,POST,https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/remove,Forbidden,403,226,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Associate a dedicated IP to the child,POST,https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/associate,Forbidden,403,227,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Dissociate a dedicated IP to the child,POST,https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/dissociate,Forbidden,403,242,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Create a domain for a child account,POST,https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains,Bad Request,400,528,76,"Status code is 400, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get all sender domains for a specific child account,GET,https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains,Forbidden,403,239,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Update the sender domain of reseller's child based on the childIdentifier and domainName passed,PUT,https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in,Forbidden,403,276,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Delete the sender domain of the reseller child based on the childIdentifier and domainName passed,DELETE,https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in,Forbidden,403,225,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Creates a reseller child,POST,https://api.sendinblue.com/v3/reseller/children,Forbidden,403,270,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Get a child account's details,GET,https://api.sendinblue.com/v3/reseller/children/veniam elit in,Forbidden,403,264,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Update info of reseller's child based on the child identifier supplied,PUT,https://api.sendinblue.com/v3/reseller/children/veniam elit in,Forbidden,403,236,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Delete a single reseller child based on the child identifier supplied,DELETE,https://api.sendinblue.com/v3/reseller/children/veniam elit in,Forbidden,403,222,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
1,Brevo,Update info of reseller's child account status based on the identifier supplied,PUT,https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountStatus,Forbidden,403,295,83,"Status code is 403, This confirms that code is returned in the response, This confirms that message is returned in the response",,,3,3,0,0
